user_id,movie_id,rating,title
1,581932,6,Перси Джексон и Море чудовищ
1,446136,5,Tomb Raider: Лара Крофт
1,448,9,Форрест Гамп
1,450760,9,Знаки
1,613,6,Блэйд 2
1,7574,6,Безумие короля Георга
1,77155,6,От заката до рассвета 3: Дочь палача
1,373110,7,Ло
1,566283,5,Сквозь снег
1,484628,6,Тайна 7 сестер
1,458233,5,Моя ужасная няня 2
1,893202,6,Назад во времени
1,2322,5,Останавливающие время
1,988816,3,Падение Луны
1,9298,5,Выжить
1,957545,3,Седьмой пациент
1,481086,4,Параллельные миры
1,819281,6,Планета обезьян: Война
1,668,6,Пункт назначения
1,220934,5,Воин ветра
1,1388519,7,Показалось
1,1306122,5,Битва богов
1,485850,6,Невестка
1,919965,3,Ловкость
1,5417693,6,Олень
1,1115098,5,Мир Юрского периода: Господство
1,6290,4,Сновидения
1,5186,6,Кошмар на улице Вязов 7
1,13625,5,Небесный капитан и мир будущего
1,1986,6,Три желания
1,261271,4,Конан-варвар
1,1404997,8,Затерянный компас
1,575613,6,Бегущий в лабиринте
1,463634,5,Веном
2,432550,8,Неудержимые
2,7643,7,Матильда
2,721568,7,Ослиная шкура
2,484878,6,127 часов
2,448300,1,Трансморферы 2: Закат человечества
2,261668,7,Золото дураков
2,4582,7,В ловушке времени
2,491816,6,Гордость и предубеждение и зомби
2,252626,8,В диких условиях
2,22193,4,После апокалипсиса
2,674218,5,Красавица и чудовище
2,522109,4,Солдаты удачи
2,24298,5,Эротические приключения трех мушкетеров
2,566111,7,Последние дни на Марсе
2,777,8,Братство волка
2,1114917,7,Гоголь. Страшная месть
2,1274590,7,Девять дней
2,478867,6,Последний неандерталец
2,1118407,5,Мелкая
2,2612,7,Неприятности с обезьянкой
2,424560,6,Кошки против собак: Месть Китти Галор
2,4545,8,Великая Афродита
2,427076,8,Пираты Карибского моря: На странных берегах
2,25288,5,Миньон
2,41044,4,СекСказка
2,894027,7,Форсаж 8
2,4535,6,Большой толстый лгун
2,55009,7,Индеец в Париже
2,48031,6,Полет Феникса
2,1793,6,Наука сна
2,462453,9,Джек – покоритель великанов
2,311,8,Пуленепробиваемый
2,731343,7,Бахубали: Начало
2,455105,9,Храбрые перцем
2,279235,4,Скалолазка и последний из седьмой колыбели
2,1191775,7,Вальгалла: Рагнарёк
2,906042,9,Приключения Паддингтона 2
2,8033,9,Другой мир
2,994644,3,Неуловимые: Джекпот
2,4975736,7,На ощупь
2,624231,4,На полной скорости
2,1045585,8,Сердце пармы
2,4982,3,Сын маски
2,581501,6,Написать любовь на её руках
2,470185,7,Обливион
2,252667,5,Человек из стали
2,1041734,6,Небоскреб
2,712985,8,Возвращение волшебников: Алекс против Алекс
2,542534,8,Особняк с привидениями
2,549676,6,Амазония: Инструкция по выживанию
2,5466,7,Двойной дракон
2,102250,5,Девушка из воды
2,1055306,6,Маленькое красное платье
2,87871,9,Лорд Вор
3,687698,6,Непобедимые
3,997495,7,Тигр жив
3,77531,8,Тренер Картер
3,661284,6,Добро пожаловать в джунгли
3,1249218,7,Однажды в пустыне
3,4502144,6,Доминика
3,21493,5,Взрыв
3,4902,6,Ограбление по-французски
3,94099,7,Америкэн бой
3,462356,7,Уцелевший
3,4149,8,Настоящая любовь
3,453544,6,Заложница 2
3,777807,5,"Факап, или Хуже не бывает"
3,102151,7,Хэнкок
3,996343,5,Первое убийство
3,611822,5,Великая стена
3,24690,8,Кто я?
3,708019,7,Служащий
3,16926,8,Симулянт
3,415134,6,Стены
3,231150,7,Большой Стэн
3,730390,6,Цензор
4,4903172,5,Времена года
4,669853,7,За холмами
4,1198293,7,Каникулы в Мексике
4,945215,8,Отступник
4,754426,6,Лига мечты
4,10125,9,Золотая молодежь
4,4523961,7,Убить Пок-сун
4,7651,7,Вор
4,77571,8,Спасая лицо
4,197684,8,Огни городской окраины
4,1239981,7,Дом с привидениями
4,41594,6,Мама
4,974902,6,Точка возврата
4,771307,5,Лимонов. Баллада
4,4513,10,Жанна д'Арк
4,705356,9,Левиафан
4,5423,9,Семь лет в Тибете
4,373067,6,Путешествие с домашними животными
4,24694,7,Громобой
4,5362563,6,(Не)бывшие
4,439770,4,Сынок
4,4360992,7,Аббатство Даунтон 2
4,1048563,6,Пылающий
4,1293172,7,Пусть говорят
4,12522,7,Расплата
4,5086,8,Портрет совершенства
4,909898,6,Под покровом ночи
4,783,7,Идеальный шторм
4,829116,8,"Пойми меня, если сможешь"
4,78191,1,Время перемен
4,596234,8,Молодые сердца
4,4414620,8,Он – это пуля
4,612614,5,Конвой
4,36652,8,Бандитки
5,471493,7,Юнона и Авось
5,5958246,7,Баба Яга спасает Новый год
5,23770,4,Мистер Бонс
5,1179041,5,Элвис
5,446200,7,Рамона и Бизус
5,683746,7,Женщина в золотом
5,4472589,6,"Красивый, плохой, злой: Начало"
5,494417,8,Необстрелянные
5,156002,6,Последний король Шотландии
5,6058,6,Незаконченная жизнь
5,21371,7,Ледяное сердце
5,1055194,6,Грейхаунд
5,409185,8,Шаг вперед 3D
5,784,7,Пианистка
5,5421975,5,Ивановы-Ивановы. Новогодние каникулы
5,79204,8,Белый плен
5,317956,6,Макс Манус: Человек войны
5,278328,6,Не брать живым
5,627255,6,Между нами музыка
5,462525,5,Серена
5,806934,8,Голос
5,255611,8,Искупление
5,309475,8,Операция «Валькирия»
5,6657,7,Пиноккио
5,402589,6,Camp Rock: Музыкальные каникулы
5,5327,5,Стюарт Литтл
5,40743,6,"Тайны дворцовых переворотов. Россия, век XVIII. Фильм 1. Завещание императора"
5,4398072,5,"Ты здесь, Бог? Это я, Маргарет"
5,6103590,6,Академия четвероногих
5,302,7,Клад
5,3670,7,The Doors
5,4577,7,Как Майк
5,927804,3,#ВСЕ_ИСПРАВИТЬ!?!
5,4512151,7,Залёт
5,6300,5,Подарок на Рождество
5,484428,8,"Здравствуй, папа, Новый год!"
5,329,9,Список Шиндлера
5,724496,4,Мои африканские приключения
5,893218,5,Крым. Путь на Родину
5,4990173,6,Подарок
5,2419,4,Дадли Справедливый
5,1115214,7,Наследники 3
5,5417822,7,Папины дочки. Новогодние
5,4673648,5,"Безос. Человек, создавший Amazon"
5,18120,5,Няньки
5,494373,5,Звездная болезнь
5,5902054,7,"Веснушка, Кипятоша и Волшебный фонарь"
5,191637,7,Нана
5,522900,6,Песня имен
5,647802,5,Император
5,772380,6,Рождественские хроники
5,419643,7,Camp Rock 2: Отчетный концерт
5,41267,6,Котенок
5,1977,6,Джек Фрост
6,5428533,6,Встретимся вчера
6,392405,4,Заноза
6,800300,5,Закат цивилизации
6,55035,8,Прекрасная зеленая
6,7134,8,"Абдулладжан, или Посвящается Стивену Спилбергу"
6,763746,6,Чемпионы
6,900052,5,Лёд
6,467110,6,Последняя любовь на Земле
6,410599,6,Груз
6,1366074,5,Halo: Сумерки
6,489752,7,Другая Земля
6,1311064,10,На острие
6,822709,8,Тор: Рагнарёк
6,503866,7,Жертвуя пешкой
6,951455,6,Отсев
6,4990173,7,Подарок
6,1055615,5,Октагон: Боец vs Рестлер
6,496888,7,Напролом
6,1319157,5,Гипнотик
6,1316979,4,Проект: Время назад
6,6876,4,Зубастики 3
6,1046969,6,Чудо-женщина: 1984
6,1020699,8,Борьба с моей семьей
6,811078,4,Воспоминания
6,1134778,7,Платформа
6,1008385,5,Тоня против всех
6,3563,7,Трасса 60
6,4542808,7,Идеальная зависимость
6,566283,6,Сквозь снег
6,6316,4,Всё о любви
6,1198811,5,Вечные
6,5368207,7,Катя-Катя
6,105053,5,Она – мужчина
6,636805,5,Делириум
6,784331,5,Монстр-траки
6,4993137,2,Чужой. Вторжение
6,195621,9,Марадона
7,8468,8,Последний из могикан
7,1262931,5,Власть пса
7,145242,5,Закопанные
7,990655,6,Счастливчик
7,5582001,6,Омерзительная пятёрка
7,811958,7,Стрелок
7,461981,7,Одинокий рейнджер
7,88692,6,Дрожь земли 4: Легенда начинается
7,712949,7,Дуэль
7,4367634,5,Апачи-Джанкшен
7,198009,7,Австралия
7,451,7,Непрощенный
7,5555,6,Последний рейд
7,4426319,7,Нападение на Рио Браво
7,6297,7,Вокруг света за 80 дней
7,300892,6,Схороните моё сердце у Вундед-Ни
7,1334877,8,Любовь как искупление
7,4378,10,Мэверик
7,963016,8,Недруги
7,4968703,4,Затерянные в Рио Браво
7,829,7,Шанхайский полдень
7,680607,7,В бегах
7,77376,6,Последний изгой
7,325399,7,Путь воина
7,968375,8,Братья Систерс
7,714187,4,Нелепая шестёрка
7,271836,6,Сукияки Вестерн Джанго
